k,inertia,silhouette,davies_bouldin
2,187.36189898283567,0.2654123512890743,1.5095409563237059
3,146.86968129697962,0.2624006236556472,1.2425228089050284
4,115.90990934011602,0.28919392884037587,1.128242914764511
5,98.80876329805353,0.2819069885624704,1.0813193922507705
6,84.88440092469583,0.28500692264311506,1.0197409080687627
7,74.10381180118596,0.2819401767771845,1.0267504746802047
8,65.22029982465239,0.28234396850323373,1.0252358266718216
